"gene"	"ASDc"	"IDG"	"hs"	"SCZ"	"FMRP"	"PSD"	"NP_exon_max_z"	"any_Brain_GO"	"TADAq"	"TADAi"	"UASD"	"varp"	"meanp"	"medp"	"minp"	"maxp"
"NCKAP1"	0	0	0.456	1	1	1	2.73853422470204	1	0.0098667651141029	1	1	0.00633620695348873	0.904048727548991	0.915427133162767	0.629829396614655	1
"FBXL16"	0	0	0.451	1	1	0	3.76973142601835	0	0.734601782319533	0	0	0.00615216515799771	0.903592204521546	0.91508080660881	0.626024842328393	1
"WNK1"	0	0	0.226	1	1	1	3.98613780898469	1	0.94872752766762	0	0	0.00693535771183061	0.903277193001286	0.918574800835761	0.617378875027291	0.999999999999281
"PPP2R2C"	0	0	0.702	1	1	0	3.24741206122046	0	0.932894032978791	0	0	0.00666768236869314	0.902790328126767	0.922460763765424	0.617900428897793	1
"PTK2"	0	0	0.855	1	1	1	2.27052199274216	1	0.892657510624592	0	0	0.00992890464018373	0.902738808808638	0.931356264337489	0.450728767025951	1
"PRICKLE2"	0	0	0.164	1	1	0	2.6112427338757	1	0.938296247315131	0	0	0.00804496880938057	0.902724375121322	0.923294346748977	0.601525207134035	1
"PTEN"	1	0	0	1	1	0	3.47512510818695	1	0.000523002400958217	1	1	0.00910598271939141	0.902167648828411	0.927617030735767	0.56228113721447	1
"NIPBL"	0	0	0.905	1	0	0	3.40649583963049	1	0.947896175975472	0	0	0.0151980685970137	0.902040672670818	0.943488522237688	0.000109969253773257	1
"NAV2"	0	0	0.363	1	1	0	2.07691914394674	1	0.798189160544934	0	0	0.00775337476176301	0.901344217529602	0.918674687587371	0.588962904991313	1
"FBXL19"	0	0	0.322	1	1	0	4.21032400998027	0	0.930766393484251	0	0	0.00686633491089784	0.900520381124878	0.913227923091175	0.528070313627028	1
"PBX1"	0	0	0.778	1	0	0	3.48731577825173	1	0.453148618333582	0	0	0.0125997460435272	0.900329182339343	0.934739214432235	0.000262089975896248	1
"SORL1"	0	0	0.741	1	1	0	1.76936671231885	1	0.947456207994279	0	0	0.0094965844064304	0.900245103984847	0.927250112987351	0.441511501757646	1
"SPTBN2"	0	0	0.326	1	1	1	3.05245304608892	1	0.945752467991331	0	0	0.00633644475155742	0.900242727837148	0.906080852197939	0.645472097255635	1
"CLASP2"	0	0	0.382	1	1	1	2.83132944498404	1	0.853754903018113	0	0	0.00645978183668087	0.900229475524863	0.90550684670207	0.635270287665046	1
"SYN1"	0	0	0.598	1	1	1	2.38096368127088	1	0.935961773731669	0	0	0.00747184928560588	0.900145630434291	0.915036922064359	0.608564561355992	1
"RAPGEF2"	0	0	0.501	1	1	1	2.52458704063961	1	0.694519455275008	0	0	0.00694854586697703	0.900036370205108	0.913857528618771	0.617160570852324	1
"PLCL2"	0	0	0.475	1	0	0	4.15076144966457	1	0.936007972832737	0	0	0.0122738637480407	0.89960963071711	0.932707112658831	0.000792298205713138	1
"MED13L"	1	0	0.722	1	1	0	3.15099102954631	0	0.118802179757211	1	1	0.00700588091289107	0.899288312444202	0.92155610197954	0.607415082321051	1
"BRSK2"	0	0	0.14	1	1	0	2.56615584744831	1	0.293103903258333	0	0	0.00846230894942433	0.89912870761803	0.917522147567718	0.596073424289431	1
"ITSN1"	0	0	0.646	1	1	1	2.30811202199844	1	0.748636772975148	0	0	0.00797831689171623	0.89912864493629	0.915974892008266	0.604178056617226	1
"ANK1"	0	0	0.681	1	1	1	2.27792735965892	1	0.946099827701195	0	0	0.0083098522765982	0.899053447394666	0.918156914060575	0.602355626344399	1
"ZFR"	0	0	0.594	1	1	0	3.30927088867315	0	0.942148978853376	0	0	0.00639287074592685	0.898989048275047	0.913879258659358	0.618866160027388	1
"GRIK3"	0	0	0.162	1	1	0	2.47894726384422	1	0.935596218709662	0	0	0.00840793472385745	0.898861594297505	0.91764002045657	0.593527381482066	1
"BRSK1"	0	0	0.332	1	1	1	2.95247028898824	1	0.904955795027702	0	0	0.00650336380251276	0.898314211666035	0.90272828405361	0.642321312941682	1
"MED14"	0	0	0.612	1	1	0	3.25862718125154	0	0.944611706113438	0	0	0.00649319587081969	0.898050008128803	0.913152364007182	0.618075587133396	1
"KCNH3"	0	0	0.269	1	1	0	4.56446733972615	0	0.946430765373661	0	0	0.0102526989009149	0.897823235980205	0.917353092695863	0.0677993633570306	1
"MAP3K12"	0	0	0.324	1	1	0	4.08193921624326	0	0.941569872001009	0	0	0.00678200956410112	0.89781507216873	0.909931280373865	0.592380663482639	1
"ZFHX2"	0	0	0.224	1	1	0	4.95840125926723	0	1	0	0	0.0125036606297288	0.897289342729776	0.920496330298774	0.000476430349405968	1
"MYO5A"	0	0	0.49	1	1	1	2.47181612511313	1	0.882955715179426	0	0	0.00722133879214823	0.897275467593666	0.911717042203352	0.614010370621626	1
"DLG5"	0	0	0.231	1	1	0	2.20810869854295	1	0.947604984211857	0	0	0.00842458938283435	0.896598255433741	0.915085660495244	0.584531214856527	1
"DGCR2"	0	0	0.21	1	1	0	2.25443845694001	1	0.859560781801847	0	0	0.0084989547461887	0.896376658109518	0.914982416880821	0.585242082574054	1
"ANK3"	0	0	0.794	1	1	1	2.16744648376429	1	0.94894322595942	0	0	0.0103822730153254	0.896363911592942	0.922430212092299	0.468879849870236	1
"MYO16"	0	0	0.282	1	1	0	2.08411085727386	1	0.946899309884547	0	0	0.00835918584561265	0.896173107002414	0.913448329141174	0.581684899196076	1
"ANAPC1"	0	0	0.493	1	1	0	3.43463738537498	0	0.940064752998824	0	0	0.00633859925157339	0.896026860703835	0.907754622610431	0.620820476577924	1
"AKT3"	0	0	0.543	1	1	0	3.31889945499812	0	0.939263892158653	0	0	0.00641216935883274	0.895622321461668	0.908809389241039	0.61901639552976	1
"NCS1"	0	0	0	1	1	0	3.07879174433717	1	0.92055029183164	0	0	0.00973876857446424	0.894776173641703	0.918639717753743	0.569236592437513	1
"CRMP1"	0	0	0.424	1	1	1	2.5437882682906	1	0.931827917663891	0	0	0.00718274679101686	0.8947753765154	0.90293041850819	0.618304380677304	1
"UNC13A"	0	0	0.173	1	1	1	4.10179083691843	1	0.942675991672191	0	0	0.00853511918627291	0.894320970546399	0.914862973813953	0.482287431054174	0.999999999996324
"HSPA8"	0	0	1	1	0	1	4.61629044615452	1	0.875033050663811	0	0	0.0294436257397108	0.894127889966053	0.955906463472012	1.1286594752158e-05	1
"CTNND2"	1	0	0.335	1	1	1	2.78726354801992	1	0.945971964531592	0	1	0.00690152692302793	0.893972975763586	0.902904110783367	0.632690769439334	1
"DSCAM"	1	0	0.136	1	1	0	2.36835021390104	1	0.000108344214983766	1	1	0.00905424770250327	0.893134403534076	0.912446635534569	0.58416973689945	1
"ADNP"	1	0	0.878	1	1	0	1.65215171588533	1	3.20044499719924e-05	1	1	0.0131909088309811	0.893064471521903	0.926904970740407	0.204415267402436	1
"PLXNB1"	0	0	0.135	1	1	0	2.36485223275113	1	0.540558319160929	0	0	0.00907807594467182	0.892933326595642	0.912278051812009	0.583857705180139	1
"PRKACB"	0	0	0.94	1	1	1	2.08347939128433	1	0.809548037079563	0	0	0.0143974973765229	0.892873158318386	0.929094434982383	0.196815515314167	1
"USP32"	0	0	0.994	1	1	0	2.94524034182871	0	0.945624883020118	0	0	0.0139967574018385	0.892606494837719	0.92574610346261	0.013722272102222	1
"USP34"	0	0	0.771	1	1	0	2.96939718098607	0	0.949034147967753	0	0	0.00797057682251274	0.891831347473854	0.913237481135165	0.538782788959449	1
"CACNA1E"	0	0	0.508	1	1	0	3.28692593530546	0	0.931906481207597	0	0	0.00652280897305071	0.891469808526221	0.904029808556408	0.618517421815929	1
"ELK1"	0	0	1	0	0	0	4.20263426156143	1	0.933756259757219	0	0	0.00988713317204775	0.891024435923095	0.92409845846214	0.460246157195562	0.999961366591872
"ARID2"	0	0	0.524	1	1	0	3.24453390868376	0	0.859044147749759	0	0	0.00656605996617306	0.891002642601386	0.903748236252072	0.617855472842187	1
"DTNA"	0	0	0.904	1	1	1	2.05262975291246	1	0.938957064068897	0	0	0.014081486433679	0.890982830160734	0.925371766912863	0.220787298248862	1
"ZMIZ1"	0	0	0.335	1	1	0	3.77464701625404	0	0.945861491494009	0	0	0.0067332596871645	0.890815445683394	0.900582715944208	0.616301852452984	1
"NCOA6"	0	0	0.885	1	1	0	1.61365693567387	1	0.933921986032531	0	0	0.0138929212595775	0.890368743162214	0.925147101875589	0.18220760066131	1
"PTPRJ"	0	0	0.073	1	1	0	2.50132142046621	1	0.816678020870378	0	0	0.00962920148948791	0.890307588772785	0.911216741469772	0.584629209468641	1
"CACNA1C"	0	0	0.588	1	0	0	3.57168746218701	1	0.940183893449689	0	0	0.012573229525938	0.890227473722463	0.916919315900718	0.000937602797715183	1
"HTR2A"	0	0	0.386	1	0	0	4.1994080247257	1	0.93371665682477	0	0	0.0133674120690121	0.889826446785482	0.921789043336476	0.00123494299660419	1
"PTCH1"	0	0	0.568	1	1	0	1.63669029773661	1	0.948326886721829	0	0	0.00946241037127647	0.889716692019714	0.912007205000037	0.486827545549649	1
"RARG"	0	0	0.475	1	0	0	3.848822600478	1	0.941252373354737	0	0	0.0129729698764407	0.889224311299518	0.920921411672339	0.00132083128299371	1
"MAP4K4"	0	0	0.422	1	1	0	3.4213513692572	0	0.943718973058694	0	0	0.00659274689261363	0.888795653841773	0.899974726518987	0.620613547569718	1
"ARID1A"	0	1	0.531	1	1	0	2.46197689251235	1	0.947518220973808	0	0	0.0140762518706001	0.888040737350138	0.919800522511468	0.288287321423337	1
"MYO10"	0	0	0.352	1	1	0	1.76837955682718	1	0.948904513499069	0	0	0.00915949422508313	0.887819955128432	0.904267905388584	0.566841670355887	1
"SNAP25"	0	0	0.382	1	1	1	2.45228713194538	1	0.922089430516291	0	0	0.00778278456909655	0.88775530313728	0.894164871330861	0.612842132020648	1
"ARHGEF4"	0	0	0.28	1	1	0	1.86949148398563	1	0.895737856859888	0	0	0.00923601064123354	0.887738959816914	0.905682639457223	0.567523662883426	1
"ANKRD17"	0	0	0.267	1	1	0	4.00420038926588	0	0.89618050384619	0	0	0.00721278558383527	0.887563795307815	0.896561021013179	0.609147000996272	1
"CADPS"	0	0	0.397	1	1	1	2.40522487133203	1	0.946161344223581	0	0	0.00791698642240675	0.887379513864899	0.89445982008737	0.610021516944825	1
"CLASP1"	0	0	0.239	1	1	1	2.97769145167828	1	0.560476796796606	0	0	0.00738332480718848	0.886896229306529	0.897523307689902	0.625021305204116	0.99999999999968
"PJA2"	0	0	0.273	1	1	0	1.85493421264084	1	0.918195831886218	0	0	0.00936487419482875	0.886673171278413	0.90421111399565	0.565967225973001	1
"ATN1"	0	0	0.535	1	1	0	1.58991021875046	1	0.891687303332754	0	0	0.00976408989655967	0.88623384718549	0.907891138822549	0.468615461411078	1
"SIPA1L1"	0	0	0.424	1	1	1	2.31420898416201	1	0.948440504026723	0	0	0.0082509139932418	0.886139800373113	0.895466111341799	0.604545817796081	1
"SLC6A17"	0	0	0.246	1	1	0	1.88555249329892	1	0.868595058217364	0	0	0.00948464776212777	0.886016377295842	0.903695318968077	0.565588324064926	1
"NBEA"	0	0	0.437	1	1	0	3.3051626662476	0	0.499569535731016	0	0	0.00669515208452091	0.885794695052187	0.896536211574401	0.618802052087561	1
"CAMK2B"	0	0	0.247	1	1	1	2.88671448543247	1	0.943362957521951	0	0	0.0074792046385074	0.885715127532135	0.89774462612813	0.626029449724553	0.999999999999965
"DTX1"	0	0	0.398	1	1	0	1.67003618651442	1	0.81600403384325	0	0	0.00944317449502844	0.885526216878606	0.900970618052253	0.563656623853058	1
"PRKCG"	0	0	0.336	1	1	1	2.5128888422864	1	0.937136429423407	0	0	0.00781703380013756	0.885330908023511	0.893153982897975	0.615328068823278	1
"UBB"	0	0	0.911	0	0	0	4.35177128728254	1	0.922512783092881	0	0	0.00999758713223298	0.885250860229882	0.916481762985589	0.460246157195562	0.999919671588207
"MTMR4"	0	0	0.495	1	1	0	3.13581452777063	0	0.944217647045325	0	0	0.00681484521941785	0.883857316854919	0.895472898770435	0.61615583054363	1
"SHANK3"	1	0	0.167	1	1	1	3.40103285418821	1	0.348049848344433	0	1	0.00815363576929978	0.883817757707111	0.89574362243888	0.516101166198388	0.999999988499405
"MAGI2"	0	0	0.982	1	1	1	1.93272725524289	1	0.914086359754231	0	0	0.0182814210445185	0.883620439092042	0.92353888578048	0.0966491006569708	1
"NFIB"	0	0	0.92	0	0	0	4.27926302697403	1	0.37365630636582	0	0	0.0100819224698413	0.883430047160628	0.913600481782274	0.460246157195562	0.99991839126229
"PLXNA2"	0	0	0.34	1	1	1	2.44399222580259	1	0.941575176645317	0	0	0.00807539328403981	0.88334522778403	0.891131461913971	0.611243272708967	1
"KCNH7"	0	0	0.388	1	1	0	3.36668723195288	0	0.839307243663472	0	0	0.00681600538687725	0.883173718519508	0.894450158855636	0.617824964498583	1
"MAPKBP1"	0	0	0.466	1	1	0	3.16845712880555	0	0.944727883311999	0	0	0.00682355951821468	0.882790439091448	0.894262917282446	0.616666442255509	1
"RAP1GAP2"	0	0	0	1	1	0	2.51872966886041	1	0.940392267313433	0	0	0.0109635334841002	0.882216360163685	0.902836816115835	0.569236592437513	1
"SMAD4"	0	0	1	0	0	0	4.00784602163442	1	0.80614171775505	0	0	0.0102720225466252	0.882148276109277	0.913912382063634	0.460246157195562	0.999945765461054
"PLXND1"	0	0	0.131	1	1	0	2.03215950257602	1	0.948359687516934	0	0	0.010249681213582	0.882026518921303	0.89799720012192	0.564057998174541	1
"MAP2K7"	0	0	0.803	0	0	0	4.68345081267964	1	0.761186574191772	0	0	0.00997015823004969	0.882009026259316	0.915797479139221	0.460246157195562	0.999831586296818
"HTT"	0	0	0.73	1	1	1	1.92883973623525	1	0.949015919227922	0	0	0.0127541206254759	0.881962511935352	0.907365248318237	0.396901604569699	1
"MAP2"	0	0	0.274	1	1	1	2.62652632532594	1	0.944350303075849	0	0	0.00791620716058826	0.881869073871993	0.89167201453086	0.615466271346474	1
"SKI"	0	1	0.175	1	1	0	2.03037467377395	1	0.481160651376205	0	0	0.0101333494333415	0.881389480426787	0.902302801364788	0.568115115866493	1
"SEC14L1"	0	0	0.321	1	1	0	3.51630106115063	0	0.927553159815143	0	0	0.00702562053734972	0.880777382710604	0.890645344168408	0.611335050211212	1
"TNKS"	0	0	0.651	1	1	0	2.86498033749414	0	0.947062105478114	0	0	0.00763906821741122	0.880756625883082	0.897789245845314	0.588113256991845	1
"RTN4R"	0	0	0.187	1	1	0	1.85778947901165	1	0.938798121354738	0	0	0.0102515977857092	0.88049736560522	0.895717174320279	0.558696502549697	1
"ARHGEF2"	0	0	0.199	1	1	1	2.96231637449682	1	0.944183052702719	0	0	0.00799137970957505	0.880360003171959	0.89144218345884	0.608026660888353	0.999999999933246
"RELN"	1	1	0.202	1	1	0	1.98182577369879	1	0.168793571035125	0	1	0.0102344084317774	0.880017213877773	0.903342049121413	0.567670170138604	1
"DLG2"	0	0	0.99	1	1	1	1.87344372436109	1	0.938894796246773	0	0	0.0196894285753482	0.87980668592685	0.922547136464386	0.075499142043568	1
"KIAA1109"	0	0	0.386	1	1	0	3.28036174133318	0	0.949170450180977	0	0	0.00694583038023907	0.87960382493548	0.890426236140503	0.616364359679419	1
"DLL4"	0	0	0.955	1	0	0	2.96958707236533	1	0.942197344301059	0	0	0.021875038506373	0.879474678463195	0.925080048911235	0.000103410018469085	1
"AP2A2"	0	0	0.128	1	1	1	3.63035689247222	1	0.807019824158111	0	0	0.00931378803229279	0.879310689891649	0.896976220057572	0.412112006878678	0.999999992379389
"RERE"	0	0	0.863	1	1	0	2.73779877956745	0	0.876022488204859	0	0	0.0106585700581177	0.879131044612515	0.901313325376628	0.422561978967449	1
"RARA"	0	0	0.973	0	0	0	4.02145981524841	1	0.760660301656003	0	0	0.0103406210064255	0.879103167544466	0.910262619951796	0.460246157195562	0.999929554662289
"ARHGEF7"	0	0	0.206	1	1	1	2.8605094163044	1	0.812897703217138	0	0	0.00809030756917562	0.878937095315031	0.88882317006292	0.616597943648951	0.999999999992746
"AUTS2"	0	0	0.741	1	1	0	2.76822107259998	0	0.944862333887319	0	0	0.00868719965496507	0.878835497716241	0.894962248328291	0.51015618695227	1
"ALS2"	0	0	0.194	1	1	0	1.79821755339278	1	0.568338703369542	0	0	0.0104474451111968	0.878724851115492	0.894246869193487	0.555630870724841	1
"LHX6"	0	0	0.609	1	0	0	3.27924731518433	1	0.928061600715563	0	0	0.0135166033681976	0.878394813904288	0.904429459495167	0.00122173703439958	1
"EP400"	0	0	0.159	1	1	0	4.5442647264735	0	0.381868340726081	0	0	0.0122845415370739	0.878281243307133	0.895084780309692	0.00100733975010035	0.999999999999999
"FCGBP"	0	0	0.466	1	0	0	5.39865896219787	0	0.949279747210177	0	0	0.0172954860251301	0.87801745166955	0.915151878328511	0.0101018438374308	1
"UBQLN1"	0	0	0.453	1	1	0	3.08648659881565	0	0.934602195052856	0	0	0.00700708794618421	0.87797214282262	0.888088246153707	0.615383732845617	1
"MAPK8"	0	0	0.964	1	0	0	2.93458393526539	1	0.927560290263437	0	0	0.022562200409734	0.877680585136065	0.923560440963909	9.82556147287822e-05	1
"NTRK3"	0	0	0.254	1	1	0	1.65540370513798	1	0.946480260902267	0	0	0.0105600829953561	0.87694046679276	0.89340889100452	0.551463474512196	1
"MEF2C"	0	0	0.973	0	0	0	3.97372257549312	1	0.749350372051636	0	0	0.0104307993397951	0.876753541798192	0.907469940378507	0.460246157195562	0.999923621217803
"CHN1"	0	0	0.238	1	1	0	1.67451931545652	1	0.862520823587807	0	0	0.0106088502209731	0.876739234973291	0.893163428719864	0.551442420964242	1
"TRIP12"	0	0	0.819	1	1	0	2.70630378960946	0	0.0469368030339248	1	1	0.01005853882464	0.876724123899117	0.897266259598969	0.443427639469039	1
"LHFPL4"	0	0	0.366	1	1	0	3.25128873735307	0	0.92959968425125	0	0	0.00708839211201938	0.876270241016075	0.886459454999864	0.613578188843465	1
"ZYG11B"	0	0	0.2	1	1	0	4.05641648273103	0	0.937474280517979	0	0	0.00942328800846132	0.876218885532866	0.886870953094847	0.223285417673996	1
"NACAD"	0	0	0.093	1	1	0	5.28747090822122	0	0.94614150050285	0	0	0.017912249625677	0.875500987512409	0.90386767902711	1.35711708981114e-07	1
"GAS7"	0	0	0.972	1	1	1	1.80032062159114	1	0.938230337293551	0	0	0.0206037830521723	0.875187511770193	0.917363613877519	0.0671536272505825	1
"PTPN11"	0	0	0.225	1	1	1	2.61970955522904	1	0.76892218521692	0	0	0.00848468509522451	0.875082538977323	0.882859683513405	0.609258802280087	0.999999999999972
"ERBB2"	0	0	1	1	0	0	2.86534449966701	1	0.935396219662434	0	0	0.0244333445294586	0.874723575741147	0.922028016243362	7.56212140546782e-05	1
"SETX"	0	0	0.064	1	1	0	2.00196591977523	1	0.947047245420615	0	0	0.0114134919318235	0.87465429142908	0.888723523283725	0.556019845434705	1
"CIC"	0	0	0.191	1	1	0	4.06221539685634	0	0.673909617378431	0	0	0.0098272249166745	0.87462033736126	0.885371547496834	0.161264267045206	1
"MYT1L"	1	0	0.246	1	1	0	3.63707486460106	0	0.0147447010732729	1	1	0.00751281784341746	0.874489497576129	0.880381351134185	0.602720580261878	1
"IPO13"	0	0	0.648	1	1	0	2.76107643370982	0	0.937142419861313	0	0	0.0080087727243236	0.874479227906405	0.891284542497603	0.569290358012318	1
"ZC3H7B"	0	0	0.654	1	1	0	2.75386032706712	0	0.945205699303764	0	0	0.00807144194835814	0.874329373484116	0.891406857042492	0.563951898660754	1
"RC3H2"	0	0	0.382	1	1	0	3.16021086067698	0	0.942983328729595	0	0	0.00714851098856406	0.874256226116733	0.884537610444009	0.614208405693663	1
"PTPRG"	0	0	0.621	1	1	0	1.37323442131473	1	0.866136638493871	0	0	0.0125068588026325	0.874101485594914	0.900874459382182	0.293172460650153	1
"DLC1"	0	0	0.174	1	1	0	1.71958816631791	1	0.826271271872136	0	0	0.0110820580720665	0.874079995427539	0.890505099906626	0.549158556384495	1
"PIP5K1C"	0	0	0.098	1	1	1	4.46708586248255	1	0.943493601454171	0	0	0.015721611094826	0.873763958442108	0.90238389782679	8.6217298493683e-05	0.999999999995721
"BAI2"	0	0	0.413	1	1	0	3.07447142501256	0	0.927123538361046	0	0	0.00716108018402644	0.873672399562736	0.883189570507954	0.615195578988388	1
"MAST1"	0	0	0.437	1	1	0	3.02455738992235	0	0.947776964401766	0	0	0.00716990922191126	0.873664731523436	0.883210017457725	0.614413572468633	1
"ETS1"	0	0	0.951	0	0	0	3.97278853850392	1	0.868151519520177	0	0	0.0105023186819902	0.873534947623145	0.90342322370229	0.460246157195562	0.999903666964811
"GTF3C1"	0	0	0.384	1	1	0	3.13762251379744	0	0.947779459917682	0	0	0.00717572566347425	0.873506517439019	0.883483799962986	0.614122339141165	1
"SLC1A2"	0	0	0.5	1	1	1	1.91963408558363	1	0.936314136494824	0	0	0.0109971311011829	0.873461569797621	0.892181725320102	0.479371682335046	1
"RAD54L2"	0	0	0.999	1	0	0	3.83395513990022	0	0.943723844663369	0	0	0.0206812167257443	0.873218930439965	0.924755159651983	0.000958785116372092	1
"NCOA2"	0	0	0.929	1	1	0	2.65960676117425	0	0.945351719561905	0	0	0.0138220748331014	0.872864607692342	0.900380975602517	0.324557900519172	1
"SRCIN1"	0	0	0	1	1	0	2.16567315046002	1	0.928836306103671	0	0	0.0120278542948884	0.872814463081683	0.891395594939858	0.558635233836509	1
"RFX3"	0	0	0.934	1	0	0	3.90409465605005	0	0.632640972802309	0	0	0.0191059423883085	0.872740063657882	0.919397979641919	0.00163489077692162	1
"SMAD1"	0	0	0.962	0	0	0	3.91816224648594	1	0.932232712268483	0	0	0.0105684614680721	0.872349302387848	0.901714257259811	0.460246157195562	0.999905930539836
"JPH3"	0	0	0.11	1	1	0	1.806840593387	1	0.651511778859836	0	0	0.0115211996935764	0.872225956614257	0.887250761879155	0.54904707921441	1
"CLCN3"	0	0	0.412	1	1	0	3.04301086388841	0	0.932313780067	0	0	0.00722099655007003	0.872153116246373	0.881813784000618	0.614702753340374	1
"CDK5R2"	0	0	0.363	1	1	0	1.43123428210004	1	0.935227770595505	0	0	0.0112735350817978	0.871682370107619	0.885991838272116	0.448057475297284	1
"PLXNA4"	0	0	0.141	1	1	1	3.02962966101141	1	0.947022476472833	0	0	0.00901302973630388	0.87167070581372	0.88151960463826	0.489914952116139	0.999999533427411
"SON"	0	0	0.823	1	1	0	2.62546016409158	0	0.948213875167664	0	0	0.0107850243412708	0.871029873359171	0.889369355516482	0.420466841603161	1
"TRIM9"	0	0	0.227	1	1	0	1.55521673467979	1	0.903488498931682	0	0	0.0114257785359649	0.870753629518685	0.888577638558721	0.543003138582693	1
"AP2A1"	0	0	0.094	1	1	1	3.87453350256914	1	0.944156498995028	0	0	0.013042859554948	0.870533743350732	0.894708929332539	0.0756093942507486	0.999999996623397
